,ID,POSITION,SKILL,FIELD,POSITION_TYPE,EDUCATION_LEVEL,DURATION,ALLOW_WFH,tags
679,680,DATASCIENTIST,HTML JAVA,IT,FT,BM,2,0,DATASCIENTIST HTML JAVA
680,681,FRONTENDDEVELOPER,PHP,IT,F,DB,12,0,FRONTENDDEVELOPER PHP
681,682,RUBYONRAILSDEVELOPER,C/C++,CS,FT,DBMP,12,1,RUBYONRAILSDEVELOPER C/C++
682,683,FRONTENDDEVELOPER,JULIA JAVASCRIPT R,CS,F,D,1,0,FRONTENDDEVELOPER JULIA JAVASCRIPT R
683,684,PYTHONDEVELOPER,CSS C#,CS,FT,D,1,1,PYTHONDEVELOPER CSS C#
684,685,FULLSTACKDEVELOPER,C/C++ PERL COBOL,IT,F,B,6,1,FULLSTACKDEVELOPER C/C++ PERL COBOL
685,686,RUBYONRAILSDEVELOPER,C/C++,IT,FT,D,1,0,RUBYONRAILSDEVELOPER C/C++
686,687,JAVASCRIPTDEVELOPER,SWIFT PERL DART,CS,FT,B,6,1,JAVASCRIPTDEVELOPER SWIFT PERL DART
687,688,FULLSTACKDEVELOPER,JAVASCRIPT JAVA,CS,FT,DBM,2,0,FULLSTACKDEVELOPER JAVASCRIPT JAVA
688,689,BACKENDDEVELOPER,PERL KOTLIN,IT,F,P,2,1,BACKENDDEVELOPER PERL KOTLIN
689,690,PYTHONDEVELOPER,C#,IT,PT,DB,2,0,PYTHONDEVELOPER C#
690,691,RUBYONRAILSDEVELOPER,DART C#,CS,PT,DBM,12,1,RUBYONRAILSDEVELOPER DART C#
691,692,WEBDEVELOPER,R COBOL,IT,PT,MP,6,0,WEBDEVELOPER R COBOL
692,693,RUBYONRAILSDEVELOPER,DART,CS,PT,DBMP,1,0,RUBYONRAILSDEVELOPER DART
693,694,DATAANALYST,CSS,CS,FT,P,6,1,DATAANALYST CSS
694,695,DATASCIENTIST,R PERL,CS,PT,DBM,2,0,DATASCIENTIST R PERL
695,696,DATAANALYST,JAVA,IT,FT,DBMP,3,0,DATAANALYST JAVA
696,697,MERNSTACKDEVELOPER,FORTRAN JAVA PHP,CS,FT,P,6,1,MERNSTACKDEVELOPER FORTRAN JAVA PHP
697,698,MEANSTACKDEVELOPER,PERL RUST COBOL,IT,PT,BMP,12,1,MEANSTACKDEVELOPER PERL RUST COBOL
698,699,MERNSTACKDEVELOPER,COBOL SQL C#,IT,FT,MP,3,0,MERNSTACKDEVELOPER COBOL SQL C#
699,700,PRODUCTMANAGER,RUBY PHP,CS,PT,P,6,0,PRODUCTMANAGER RUBY PHP
700,701,MEANSTACKDEVELOPER,SWIFT C#,CS,FT,BMP,12,0,MEANSTACKDEVELOPER SWIFT C#
701,702,PYTHONDEVELOPER,SWIFT,IT,F,BMP,12,0,PYTHONDEVELOPER SWIFT
702,703,JAVASCRIPTDEVELOPER,SWIFT PHP,CS,FT,MP,2,0,JAVASCRIPTDEVELOPER SWIFT PHP
703,704,REACTJSDEVELOPER,HTML COBOL,CS,F,DBM,3,0,REACTJSDEVELOPER HTML COBOL
704,705,DATAANALYST,JULIA,IT,PT,D,2,1,DATAANALYST JULIA
705,706,PRODUCTMANAGER,DART,IT,F,MP,2,1,PRODUCTMANAGER DART
706,707,MERNSTACKDEVELOPER,DART,IT,FT,BM,6,1,MERNSTACKDEVELOPER DART
707,708,BACKENDDEVELOPER,RUBY,CS,F,M,1,1,BACKENDDEVELOPER RUBY
708,709,BACKENDDEVELOPER,SWIFT CSS,IT,PT,DBM,12,0,BACKENDDEVELOPER SWIFT CSS
709,710,FULLSTACKDEVELOPER,JAVASCRIPT SQL,IT,FT,M,12,0,FULLSTACKDEVELOPER JAVASCRIPT SQL
710,711,MERNSTACKDEVELOPER,COBOL,CS,PT,DB,1,0,MERNSTACKDEVELOPER COBOL
711,712,FULLSTACKDEVELOPER,R FORTRAN,IT,PT,DB,6,1,FULLSTACKDEVELOPER R FORTRAN
712,713,RUBYONRAILSDEVELOPER,PERL RUST RUBY,CS,F,DBM,1,0,RUBYONRAILSDEVELOPER PERL RUST RUBY
713,714,FRONTENDDEVELOPER,JAVA,IT,PT,BM,6,0,FRONTENDDEVELOPER JAVA
714,715,MERNSTACKDEVELOPER,OBJECTIVE-C SQL PYTHON,IT,F,DBM,6,0,MERNSTACKDEVELOPER OBJECTIVE-C SQL PYTHON
715,716,FULLSTACKDEVELOPER,SWIFT,IT,PT,BM,6,1,FULLSTACKDEVELOPER SWIFT
716,717,PRODUCTMANAGER,R SWIFT PYTHON,IT,PT,MP,12,1,PRODUCTMANAGER R SWIFT PYTHON
717,718,MEANSTACKDEVELOPER,HTML SWIFT SQL,CS,PT,P,12,0,MEANSTACKDEVELOPER HTML SWIFT SQL
718,719,MERNSTACKDEVELOPER,R CSS C/C++,IT,PT,BM,1,0,MERNSTACKDEVELOPER R CSS C/C++
719,720,MERNSTACKDEVELOPER,JULIA PERL,CS,F,DBM,12,1,MERNSTACKDEVELOPER JULIA PERL
720,721,MERNSTACKDEVELOPER,JULIA C/C++ JAVASCRIPT,IT,PT,D,3,1,MERNSTACKDEVELOPER JULIA C/C++ JAVASCRIPT
721,722,MEANSTACKDEVELOPER,C# JULIA RUBY,IT,F,MP,6,1,MEANSTACKDEVELOPER C# JULIA RUBY
722,723,BACKENDDEVELOPER,RUBY PERL FORTRAN,CS,FT,DBMP,6,0,BACKENDDEVELOPER RUBY PERL FORTRAN
723,724,PYTHONDEVELOPER,JAVA JULIA,IT,F,B,3,0,PYTHONDEVELOPER JAVA JULIA
724,725,FULLSTACKDEVELOPER,COBOL,CS,FT,BMP,2,0,FULLSTACKDEVELOPER COBOL
725,726,FRONTENDDEVELOPER,JAVASCRIPT JULIA OBJECTIVE-C,IT,F,DBMP,1,1,FRONTENDDEVELOPER JAVASCRIPT JULIA OBJECTIVE-C
726,727,MEANSTACKDEVELOPER,C/C++ HTML,IT,PT,MP,3,1,MEANSTACKDEVELOPER C/C++ HTML
727,728,REACTJSDEVELOPER,DART FORTRAN,IT,F,DB,1,0,REACTJSDEVELOPER DART FORTRAN
728,729,PRODUCTMANAGER,HTML,CS,F,D,12,1,PRODUCTMANAGER HTML
729,730,PYTHONDEVELOPER,C#,IT,PT,D,3,0,PYTHONDEVELOPER C#
730,731,DATAANALYST,SQL,CS,PT,M,12,1,DATAANALYST SQL
731,732,FULLSTACKDEVELOPER,PYTHON FORTRAN,IT,PT,BMP,6,1,FULLSTACKDEVELOPER PYTHON FORTRAN
732,733,DATAANALYST,PERL PYTHON,IT,PT,P,2,0,DATAANALYST PERL PYTHON
733,734,PYTHONDEVELOPER,DART RUBY,CS,PT,D,2,0,PYTHONDEVELOPER DART RUBY
734,735,FRONTENDDEVELOPER,OBJECTIVE-C JAVASCRIPT KOTLIN,CS,F,P,3,1,FRONTENDDEVELOPER OBJECTIVE-C JAVASCRIPT KOTLIN
735,736,PYTHONDEVELOPER,SQL FORTRAN,IT,F,MP,6,0,PYTHONDEVELOPER SQL FORTRAN
736,737,FULLSTACKDEVELOPER,C#,CS,F,M,1,1,FULLSTACKDEVELOPER C#
737,738,JAVASCRIPTDEVELOPER,KOTLIN,CS,PT,DB,6,0,JAVASCRIPTDEVELOPER KOTLIN
738,739,PYTHONDEVELOPER,DART,CS,FT,MP,12,0,PYTHONDEVELOPER DART
739,740,RUBYONRAILSDEVELOPER,SQL,CS,F,P,2,1,RUBYONRAILSDEVELOPER SQL
740,741,BACKENDDEVELOPER,KOTLIN PYTHON C/C++,CS,FT,BM,2,0,BACKENDDEVELOPER KOTLIN PYTHON C/C++
741,742,MEANSTACKDEVELOPER,KOTLIN C# HTML,IT,F,D,6,0,MEANSTACKDEVELOPER KOTLIN C# HTML
742,743,JAVASCRIPTDEVELOPER,C# DART,IT,F,D,12,0,JAVASCRIPTDEVELOPER C# DART
743,744,DATAANALYST,KOTLIN SQL,IT,F,DBMP,3,1,DATAANALYST KOTLIN SQL
744,745,MERNSTACKDEVELOPER,DART FORTRAN,CS,PT,BM,12,1,MERNSTACKDEVELOPER DART FORTRAN
745,746,WEBDEVELOPER,KOTLIN C# JAVA,IT,PT,B,6,1,WEBDEVELOPER KOTLIN C# JAVA
746,747,FULLSTACKDEVELOPER,JAVASCRIPT SWIFT CSS,IT,FT,BMP,1,1,FULLSTACKDEVELOPER JAVASCRIPT SWIFT CSS
747,748,FULLSTACKDEVELOPER,FORTRAN R KOTLIN,CS,F,P,3,1,FULLSTACKDEVELOPER FORTRAN R KOTLIN
748,749,WEBDEVELOPER,JULIA HTML KOTLIN,IT,F,DBM,6,0,WEBDEVELOPER JULIA HTML KOTLIN
749,750,JAVASCRIPTDEVELOPER,FORTRAN RUST DART,CS,FT,DBM,1,0,JAVASCRIPTDEVELOPER FORTRAN RUST DART
750,751,PRODUCTMANAGER,HTML,IT,F,P,12,1,PRODUCTMANAGER HTML
751,752,DATAANALYST,SQL C# PYTHON,CS,FT,DBMP,12,1,DATAANALYST SQL C# PYTHON
752,753,WEBDEVELOPER,OBJECTIVE-C C/C++,CS,PT,M,3,0,WEBDEVELOPER OBJECTIVE-C C/C++
753,754,PRODUCTMANAGER,COBOL,IT,PT,DB,2,0,PRODUCTMANAGER COBOL
754,755,REACTJSDEVELOPER,JAVASCRIPT PERL SWIFT,IT,FT,MP,6,0,REACTJSDEVELOPER JAVASCRIPT PERL SWIFT
755,756,DATAANALYST,JULIA SWIFT HTML,IT,PT,B,3,1,DATAANALYST JULIA SWIFT HTML
756,757,FRONTENDDEVELOPER,HTML SQL,IT,F,B,3,0,FRONTENDDEVELOPER HTML SQL
757,758,DATAANALYST,C# JAVASCRIPT SQL,IT,PT,BM,12,1,DATAANALYST C# JAVASCRIPT SQL
758,759,RUBYONRAILSDEVELOPER,SWIFT RUBY COBOL,CS,FT,M,1,0,RUBYONRAILSDEVELOPER SWIFT RUBY COBOL
759,760,FULLSTACKDEVELOPER,JULIA C/C++ PHP,CS,FT,M,6,0,FULLSTACKDEVELOPER JULIA C/C++ PHP
760,761,JAVASCRIPTDEVELOPER,JAVASCRIPT SQL RUBY,IT,F,D,2,1,JAVASCRIPTDEVELOPER JAVASCRIPT SQL RUBY
761,762,FRONTENDDEVELOPER,C# KOTLIN,CS,PT,DB,6,1,FRONTENDDEVELOPER C# KOTLIN
762,763,RUBYONRAILSDEVELOPER,PERL SQL DART,IT,FT,DBM,1,0,RUBYONRAILSDEVELOPER PERL SQL DART
763,764,PYTHONDEVELOPER,PHP FORTRAN RUBY,IT,PT,B,2,0,PYTHONDEVELOPER PHP FORTRAN RUBY
764,765,REACTJSDEVELOPER,SWIFT PYTHON SQL,CS,PT,BM,2,1,REACTJSDEVELOPER SWIFT PYTHON SQL
765,766,MEANSTACKDEVELOPER,JULIA PERL,CS,F,D,1,0,MEANSTACKDEVELOPER JULIA PERL
766,767,PRODUCTMANAGER,PHP CSS,IT,PT,BMP,12,0,PRODUCTMANAGER PHP CSS
767,768,DATAANALYST,RUBY SWIFT JAVASCRIPT,IT,F,B,12,0,DATAANALYST RUBY SWIFT JAVASCRIPT
768,769,JAVASCRIPTDEVELOPER,C#,IT,PT,M,12,0,JAVASCRIPTDEVELOPER C#
769,770,MEANSTACKDEVELOPER,RUBY COBOL OBJECTIVE-C,IT,FT,DB,3,1,MEANSTACKDEVELOPER RUBY COBOL OBJECTIVE-C
770,771,REACTJSDEVELOPER,FORTRAN,IT,FT,B,12,1,REACTJSDEVELOPER FORTRAN
771,772,PYTHONDEVELOPER,JAVA PHP,IT,F,DBMP,3,0,PYTHONDEVELOPER JAVA PHP
772,773,FRONTENDDEVELOPER,HTML PYTHON,CS,FT,DB,2,0,FRONTENDDEVELOPER HTML PYTHON
773,774,RUBYONRAILSDEVELOPER,HTML OBJECTIVE-C CSS,CS,F,B,3,1,RUBYONRAILSDEVELOPER HTML OBJECTIVE-C CSS
774,775,BACKENDDEVELOPER,HTML C#,CS,FT,M,1,0,BACKENDDEVELOPER HTML C#
775,776,DATASCIENTIST,DART C/C++ PERL,CS,F,MP,12,1,DATASCIENTIST DART C/C++ PERL
776,777,FULLSTACKDEVELOPER,DART RUBY,IT,F,DBMP,2,1,FULLSTACKDEVELOPER DART RUBY
777,778,PYTHONDEVELOPER,C# DART CSS,CS,F,D,12,1,PYTHONDEVELOPER C# DART CSS
778,779,RUBYONRAILSDEVELOPER,RUST RUBY,IT,PT,DBM,12,0,RUBYONRAILSDEVELOPER RUST RUBY
779,780,MERNSTACKDEVELOPER,JAVASCRIPT OBJECTIVE-C PERL,CS,PT,BM,1,0,MERNSTACKDEVELOPER JAVASCRIPT OBJECTIVE-C PERL
780,781,DATAANALYST,HTML,CS,FT,MP,1,1,DATAANALYST HTML
781,782,PYTHONDEVELOPER,SQL PERL,IT,FT,D,2,1,PYTHONDEVELOPER SQL PERL
782,783,DATASCIENTIST,FORTRAN,IT,PT,BMP,12,1,DATASCIENTIST FORTRAN
783,784,PYTHONDEVELOPER,RUST RUBY,IT,FT,D,3,0,PYTHONDEVELOPER RUST RUBY
784,785,DATAANALYST,RUST COBOL PHP,CS,FT,MP,2,1,DATAANALYST RUST COBOL PHP
785,786,FULLSTACKDEVELOPER,C/C++,CS,F,DBM,6,1,FULLSTACKDEVELOPER C/C++
786,787,FRONTENDDEVELOPER,PHP C#,CS,PT,DB,12,1,FRONTENDDEVELOPER PHP C#
787,788,REACTJSDEVELOPER,SWIFT PYTHON JAVASCRIPT,IT,FT,B,6,0,REACTJSDEVELOPER SWIFT PYTHON JAVASCRIPT
788,789,DATAANALYST,DART,CS,F,DBM,1,0,DATAANALYST DART
789,790,MERNSTACKDEVELOPER,HTML COBOL,IT,PT,MP,1,0,MERNSTACKDEVELOPER HTML COBOL
790,791,DATAANALYST,JAVA PYTHON OBJECTIVE-C,CS,FT,MP,1,1,DATAANALYST JAVA PYTHON OBJECTIVE-C
791,792,PYTHONDEVELOPER,C# PERL,IT,F,P,1,0,PYTHONDEVELOPER C# PERL
792,793,MERNSTACKDEVELOPER,RUST SQL,CS,PT,M,3,0,MERNSTACKDEVELOPER RUST SQL
793,794,WEBDEVELOPER,HTML,IT,F,M,3,0,WEBDEVELOPER HTML
794,795,REACTJSDEVELOPER,COBOL,IT,FT,D,6,0,REACTJSDEVELOPER COBOL
795,796,PYTHONDEVELOPER,PYTHON,CS,PT,M,1,1,PYTHONDEVELOPER PYTHON
796,797,RUBYONRAILSDEVELOPER,OBJECTIVE-C,CS,PT,DBM,3,0,RUBYONRAILSDEVELOPER OBJECTIVE-C
797,798,PRODUCTMANAGER,FORTRAN JULIA,IT,FT,M,12,1,PRODUCTMANAGER FORTRAN JULIA
798,799,JAVASCRIPTDEVELOPER,KOTLIN,IT,PT,MP,12,0,JAVASCRIPTDEVELOPER KOTLIN
799,800,FRONTENDDEVELOPER,CSS KOTLIN,CS,FT,BM,1,1,FRONTENDDEVELOPER CSS KOTLIN
800,801,RUBYONRAILSDEVELOPER,JAVA R,IT,PT,B,12,1,RUBYONRAILSDEVELOPER JAVA R
801,802,MEANSTACKDEVELOPER,FORTRAN,CS,F,DBM,3,1,MEANSTACKDEVELOPER FORTRAN
802,803,PRODUCTMANAGER,PHP CSS DART,IT,FT,M,1,0,PRODUCTMANAGER PHP CSS DART
803,804,DATAANALYST,PERL R HTML,CS,F,D,6,1,DATAANALYST PERL R HTML
804,805,RUBYONRAILSDEVELOPER,KOTLIN C#,IT,F,DBM,3,1,RUBYONRAILSDEVELOPER KOTLIN C#
805,806,PYTHONDEVELOPER,C/C++ HTML,CS,FT,DBM,3,1,PYTHONDEVELOPER C/C++ HTML
806,807,JAVASCRIPTDEVELOPER,JAVASCRIPT JULIA FORTRAN,CS,PT,DBM,1,0,JAVASCRIPTDEVELOPER JAVASCRIPT JULIA FORTRAN
807,808,MERNSTACKDEVELOPER,HTML,IT,F,BM,3,1,MERNSTACKDEVELOPER HTML
808,809,REACTJSDEVELOPER,FORTRAN,CS,F,DBMP,12,1,REACTJSDEVELOPER FORTRAN
809,810,BACKENDDEVELOPER,FORTRAN SQL,IT,FT,DB,2,1,BACKENDDEVELOPER FORTRAN SQL
810,811,FRONTENDDEVELOPER,SWIFT,IT,F,B,3,1,FRONTENDDEVELOPER SWIFT
811,812,RUBYONRAILSDEVELOPER,SQL HTML,IT,FT,DBM,2,1,RUBYONRAILSDEVELOPER SQL HTML
812,813,BACKENDDEVELOPER,R,CS,PT,D,12,0,BACKENDDEVELOPER R
813,814,FULLSTACKDEVELOPER,C/C++ R JULIA,IT,FT,DB,12,0,FULLSTACKDEVELOPER C/C++ R JULIA
814,815,BACKENDDEVELOPER,SQL R,CS,FT,B,3,1,BACKENDDEVELOPER SQL R
815,816,FULLSTACKDEVELOPER,PERL,CS,PT,P,2,0,FULLSTACKDEVELOPER PERL
816,817,PYTHONDEVELOPER,RUBY DART COBOL,IT,PT,B,12,1,PYTHONDEVELOPER RUBY DART COBOL
817,818,BACKENDDEVELOPER,PYTHON,CS,PT,D,12,1,BACKENDDEVELOPER PYTHON
818,819,FRONTENDDEVELOPER,DART,IT,FT,BMP,3,1,FRONTENDDEVELOPER DART
819,820,MERNSTACKDEVELOPER,PHP C/C++ RUBY,IT,FT,M,3,0,MERNSTACKDEVELOPER PHP C/C++ RUBY
820,821,MERNSTACKDEVELOPER,JAVASCRIPT PHP,CS,FT,M,3,0,MERNSTACKDEVELOPER JAVASCRIPT PHP
821,822,REACTJSDEVELOPER,JAVASCRIPT RUST JULIA,CS,F,BMP,1,1,REACTJSDEVELOPER JAVASCRIPT RUST JULIA
822,823,DATAANALYST,OBJECTIVE-C PERL RUBY,IT,F,BM,3,1,DATAANALYST OBJECTIVE-C PERL RUBY
823,824,FRONTENDDEVELOPER,RUBY,CS,PT,DBM,6,0,FRONTENDDEVELOPER RUBY
824,825,MERNSTACKDEVELOPER,PERL JAVASCRIPT,IT,F,B,12,0,MERNSTACKDEVELOPER PERL JAVASCRIPT
825,826,PRODUCTMANAGER,JAVA,CS,PT,BM,6,1,PRODUCTMANAGER JAVA
826,827,REACTJSDEVELOPER,JAVA FORTRAN,IT,PT,D,6,0,REACTJSDEVELOPER JAVA FORTRAN
827,828,PYTHONDEVELOPER,CSS,IT,FT,DB,3,1,PYTHONDEVELOPER CSS
828,829,MEANSTACKDEVELOPER,COBOL,CS,F,P,12,1,MEANSTACKDEVELOPER COBOL
829,830,DATASCIENTIST,JAVASCRIPT,CS,PT,DBM,3,0,DATASCIENTIST JAVASCRIPT
830,831,RUBYONRAILSDEVELOPER,JAVASCRIPT,IT,F,BM,6,1,RUBYONRAILSDEVELOPER JAVASCRIPT
831,832,PYTHONDEVELOPER,PYTHON R OBJECTIVE-C,IT,F,D,6,0,PYTHONDEVELOPER PYTHON R OBJECTIVE-C
832,833,WEBDEVELOPER,RUBY,CS,FT,M,1,1,WEBDEVELOPER RUBY
833,834,REACTJSDEVELOPER,HTML,CS,FT,M,2,0,REACTJSDEVELOPER HTML
834,835,MEANSTACKDEVELOPER,C# KOTLIN HTML,CS,PT,D,3,1,MEANSTACKDEVELOPER C# KOTLIN HTML
835,836,DATAANALYST,R COBOL,CS,FT,D,2,1,DATAANALYST R COBOL
836,837,PYTHONDEVELOPER,R,CS,FT,D,3,0,PYTHONDEVELOPER R
837,838,DATAANALYST,R,CS,PT,BMP,1,1,DATAANALYST R
838,839,PRODUCTMANAGER,SQL RUBY PYTHON,IT,F,D,2,1,PRODUCTMANAGER SQL RUBY PYTHON
839,840,REACTJSDEVELOPER,JAVA R C#,CS,FT,M,3,1,REACTJSDEVELOPER JAVA R C#
840,841,REACTJSDEVELOPER,KOTLIN HTML,IT,F,DB,2,0,REACTJSDEVELOPER KOTLIN HTML
841,842,DATASCIENTIST,FORTRAN COBOL DART,CS,FT,MP,6,0,DATASCIENTIST FORTRAN COBOL DART
842,843,MEANSTACKDEVELOPER,JAVASCRIPT,IT,F,P,6,1,MEANSTACKDEVELOPER JAVASCRIPT
843,844,JAVASCRIPTDEVELOPER,KOTLIN JAVA,IT,F,DBMP,1,1,JAVASCRIPTDEVELOPER KOTLIN JAVA
844,845,BACKENDDEVELOPER,C/C++ SWIFT,IT,F,DBM,2,0,BACKENDDEVELOPER C/C++ SWIFT
845,846,WEBDEVELOPER,CSS PERL,IT,PT,P,1,1,WEBDEVELOPER CSS PERL
846,847,PYTHONDEVELOPER,RUBY,IT,F,DB,3,0,PYTHONDEVELOPER RUBY
847,848,PYTHONDEVELOPER,SQL HTML,CS,PT,MP,12,1,PYTHONDEVELOPER SQL HTML
848,849,RUBYONRAILSDEVELOPER,RUST PYTHON OBJECTIVE-C,IT,FT,MP,2,0,RUBYONRAILSDEVELOPER RUST PYTHON OBJECTIVE-C
849,850,WEBDEVELOPER,FORTRAN PERL,CS,FT,MP,3,0,WEBDEVELOPER FORTRAN PERL
850,851,PYTHONDEVELOPER,HTML KOTLIN,CS,PT,M,1,1,PYTHONDEVELOPER HTML KOTLIN
851,852,PYTHONDEVELOPER,JAVA SQL,CS,FT,D,1,1,PYTHONDEVELOPER JAVA SQL
852,853,FULLSTACKDEVELOPER,C# RUST COBOL,CS,FT,DB,1,1,FULLSTACKDEVELOPER C# RUST COBOL
853,854,DATASCIENTIST,JULIA C# C/C++,IT,FT,DBMP,2,0,DATASCIENTIST JULIA C# C/C++
854,855,MERNSTACKDEVELOPER,KOTLIN,CS,PT,P,12,0,MERNSTACKDEVELOPER KOTLIN
855,856,FRONTENDDEVELOPER,C#,CS,FT,DB,12,0,FRONTENDDEVELOPER C#
856,857,DATASCIENTIST,R DART,IT,FT,MP,3,0,DATASCIENTIST R DART
857,858,FRONTENDDEVELOPER,C/C++,IT,F,MP,3,1,FRONTENDDEVELOPER C/C++
858,859,BACKENDDEVELOPER,DART,CS,PT,M,6,1,BACKENDDEVELOPER DART
859,860,MEANSTACKDEVELOPER,JAVASCRIPT PYTHON R,CS,F,DB,2,1,MEANSTACKDEVELOPER JAVASCRIPT PYTHON R
860,861,PRODUCTMANAGER,PHP,CS,F,B,12,1,PRODUCTMANAGER PHP
861,862,FRONTENDDEVELOPER,COBOL,CS,FT,DBM,6,1,FRONTENDDEVELOPER COBOL
862,863,DATAANALYST,JAVASCRIPT,CS,FT,B,12,0,DATAANALYST JAVASCRIPT
863,864,JAVASCRIPTDEVELOPER,C# RUST R,CS,PT,DBM,1,1,JAVASCRIPTDEVELOPER C# RUST R
864,865,PYTHONDEVELOPER,PHP,CS,FT,BMP,3,1,PYTHONDEVELOPER PHP
865,866,REACTJSDEVELOPER,SQL C#,CS,F,P,6,0,REACTJSDEVELOPER SQL C#
866,867,FULLSTACKDEVELOPER,C/C++ KOTLIN,IT,FT,P,2,1,FULLSTACKDEVELOPER C/C++ KOTLIN
867,868,MEANSTACKDEVELOPER,PHP RUBY OBJECTIVE-C,IT,PT,D,3,1,MEANSTACKDEVELOPER PHP RUBY OBJECTIVE-C
868,869,PRODUCTMANAGER,OBJECTIVE-C,IT,FT,DBMP,6,0,PRODUCTMANAGER OBJECTIVE-C
869,870,MEANSTACKDEVELOPER,SQL OBJECTIVE-C,IT,F,DB,12,0,MEANSTACKDEVELOPER SQL OBJECTIVE-C
870,871,PYTHONDEVELOPER,R C/C++,CS,FT,DB,1,1,PYTHONDEVELOPER R C/C++
871,872,FRONTENDDEVELOPER,DART SWIFT,CS,PT,MP,1,0,FRONTENDDEVELOPER DART SWIFT
872,873,FULLSTACKDEVELOPER,OBJECTIVE-C,CS,PT,BM,2,1,FULLSTACKDEVELOPER OBJECTIVE-C
873,874,PYTHONDEVELOPER,JAVASCRIPT JULIA PHP,CS,FT,D,3,1,PYTHONDEVELOPER JAVASCRIPT JULIA PHP
874,875,RUBYONRAILSDEVELOPER,DART PERL,CS,FT,B,2,0,RUBYONRAILSDEVELOPER DART PERL
875,876,MERNSTACKDEVELOPER,KOTLIN RUBY,CS,F,D,12,1,MERNSTACKDEVELOPER KOTLIN RUBY
876,877,RUBYONRAILSDEVELOPER,JAVASCRIPT DART FORTRAN,CS,PT,BMP,1,1,RUBYONRAILSDEVELOPER JAVASCRIPT DART FORTRAN
877,878,JAVASCRIPTDEVELOPER,C# HTML,IT,PT,BMP,3,1,JAVASCRIPTDEVELOPER C# HTML
878,879,MEANSTACKDEVELOPER,RUBY,CS,FT,BMP,3,0,MEANSTACKDEVELOPER RUBY
879,880,JAVASCRIPTDEVELOPER,PERL JAVA,CS,PT,P,2,1,JAVASCRIPTDEVELOPER PERL JAVA
880,881,REACTJSDEVELOPER,JAVASCRIPT C# PERL,CS,PT,D,12,1,REACTJSDEVELOPER JAVASCRIPT C# PERL
881,882,MEANSTACKDEVELOPER,PYTHON,CS,FT,DBMP,12,0,MEANSTACKDEVELOPER PYTHON
882,883,BACKENDDEVELOPER,SQL CSS OBJECTIVE-C,IT,PT,DBM,2,0,BACKENDDEVELOPER SQL CSS OBJECTIVE-C
883,884,MERNSTACKDEVELOPER,SWIFT RUBY,CS,FT,DBM,1,0,MERNSTACKDEVELOPER SWIFT RUBY
884,885,RUBYONRAILSDEVELOPER,C# RUST HTML,IT,F,D,12,0,RUBYONRAILSDEVELOPER C# RUST HTML
885,886,WEBDEVELOPER,SWIFT PERL DART,CS,PT,DBM,1,0,WEBDEVELOPER SWIFT PERL DART
886,887,BACKENDDEVELOPER,SWIFT R C#,CS,PT,BMP,3,0,BACKENDDEVELOPER SWIFT R C#
887,888,DATASCIENTIST,PERL DART RUBY,IT,FT,D,12,0,DATASCIENTIST PERL DART RUBY
888,889,DATASCIENTIST,JAVASCRIPT,CS,PT,BMP,1,1,DATASCIENTIST JAVASCRIPT
889,890,FULLSTACKDEVELOPER,JULIA OBJECTIVE-C RUST,IT,FT,BMP,1,0,FULLSTACKDEVELOPER JULIA OBJECTIVE-C RUST
890,891,PYTHONDEVELOPER,C/C++,CS,FT,BMP,2,0,PYTHONDEVELOPER C/C++
891,892,MEANSTACKDEVELOPER,RUBY RUST,CS,FT,BMP,12,1,MEANSTACKDEVELOPER RUBY RUST
892,893,MEANSTACKDEVELOPER,R JAVA,IT,F,DB,6,1,MEANSTACKDEVELOPER R JAVA
893,894,JAVASCRIPTDEVELOPER,PYTHON KOTLIN,CS,F,BM,2,0,JAVASCRIPTDEVELOPER PYTHON KOTLIN
894,895,JAVASCRIPTDEVELOPER,JAVA PYTHON KOTLIN,CS,PT,DB,6,0,JAVASCRIPTDEVELOPER JAVA PYTHON KOTLIN
895,896,PRODUCTMANAGER,FORTRAN,IT,F,P,1,1,PRODUCTMANAGER FORTRAN
896,897,MERNSTACKDEVELOPER,C# JULIA FORTRAN,CS,F,MP,12,1,MERNSTACKDEVELOPER C# JULIA FORTRAN
897,898,DATAANALYST,PERL,CS,FT,B,1,1,DATAANALYST PERL
898,899,DATAANALYST,R,CS,FT,DB,6,0,DATAANALYST R
899,900,PRODUCTMANAGER,SWIFT RUST C#,CS,FT,DBMP,1,1,PRODUCTMANAGER SWIFT RUST C#
900,901,BACKENDDEVELOPER,DART PERL CSS,CS,PT,M,6,0,BACKENDDEVELOPER DART PERL CSS
901,902,WEBDEVELOPER,PHP OBJECTIVE-C,IT,F,DBMP,1,1,WEBDEVELOPER PHP OBJECTIVE-C
902,903,FRONTENDDEVELOPER,RUBY CSS PYTHON,CS,F,P,12,1,FRONTENDDEVELOPER RUBY CSS PYTHON
903,904,REACTJSDEVELOPER,RUST CSS,IT,F,M,2,1,REACTJSDEVELOPER RUST CSS
904,905,WEBDEVELOPER,JAVASCRIPT CSS COBOL,IT,FT,DB,6,0,WEBDEVELOPER JAVASCRIPT CSS COBOL
905,906,MERNSTACKDEVELOPER,PYTHON,IT,FT,DBMP,12,0,MERNSTACKDEVELOPER PYTHON
