ID,SKILL,FIELD,EDUCATION_LEVEL,EXPERIENCE,ALLOW_WFH
1167,COBOL,CS,DBMP,PRODUCT MANAGER,0
1168,"RUBY,C#,PYTHON",CS,BM,DATA SCIENTIST,0
1169,"COBOL,PYTHON,JULIA",CS,BM,JAVASCRIPT DEVELOPER,1
1170,PYTHON,IT,DBM,,1
1171,HTML,CS,BMP,BACKEND DEVELOPER,1
1172,"PERL,RUBY,PHP",CS,BMP,"DATA ANALYST,WEB DEVELOPER",0
1173,FORTRAN,IT,DBMP,,1
1174,C/C++,IT,BM,"WEB DEVELOPER,MEAN STACK DEVELOPER",0
1175,"RUBY,SQL",IT,DBM,MEAN STACK DEVELOPER,1
1176,"SQL,KOTLIN",CS,DB,"FULL STACK DEVELOPER,BACKEND DEVELOPER",0
1177,JAVA,IT,DBMP,"BACKEND DEVELOPER,JAVASCRIPT DEVELOPER",0
1178,"PHP,COBOL",CS,BMP,"MEAN STACK DEVELOPER,MEAN STACK DEVELOPER",1
1179,"SQL,JAVASCRIPT",IT,BM,,0
1180,"CSS,JAVA,C#",CS,BMP,"MEAN STACK DEVELOPER,DATA SCIENTIST",0
1181,COBOL,IT,DBM,,0
1182,PYTHON,IT,BM,DATA SCIENTIST,1
1183,"RUST,PYTHON,HTML",IT,DBMP,,0
1184,JAVA,CS,B,"REACTJS DEVELOPER,FRONTEND DEVELOPER",0
1185,"R,PERL",CS,DB,,0
1186,COBOL,CS,DBMP,"REACTJS DEVELOPER,JAVASCRIPT DEVELOPER",1
1187,"PERL,JULIA,DART",CS,DBMP,"DATA SCIENTIST,PRODUCT MANAGER",1
1188,"SWIFT,OBJECTIVE-C",CS,DB,"MERN STACK DEVELOPER,FRONTEND DEVELOPER",0
1189,"C#,KOTLIN,HTML",CS,DBMP,"RUBY ON RAILS DEVELOPER,DATA ANALYST",1
1190,"JAVASCRIPT,JULIA",IT,BM,,1
1191,"FORTRAN,PHP,C/C++",IT,DBM,"REACTJS DEVELOPER,REACTJS DEVELOPER",1
1192,"RUST,HTML",IT,BM,"FULL STACK DEVELOPER,JAVASCRIPT DEVELOPER",1
1193,RUST,IT,BMP,"REACTJS DEVELOPER,FRONTEND DEVELOPER",1
1194,"HTML,SWIFT,PYTHON",CS,B,"DATA SCIENTIST,MEAN STACK DEVELOPER",0
1195,HTML,CS,DBMP,"DATA ANALYST,FULL STACK DEVELOPER",1
1196,"OBJECTIVE-C,COBOL,DART",IT,DBMP,,0
1197,KOTLIN,CS,DBM,MEAN STACK DEVELOPER,0
1198,DART,CS,BMP,,1
1199,"HTML,CSS,JAVA",CS,B,RUBY ON RAILS DEVELOPER,1
1200,"PERL,OBJECTIVE-C,COBOL",CS,DBM,,0
1201,"C#,JAVA",IT,DBMP,,0
1202,"RUST,CSS",CS,DBMP,,1
1203,"FORTRAN,DART,HTML",CS,BMP,,0
1204,"RUBY,HTML",IT,BM,,1
1205,"COBOL,C/C++",CS,B,MERN STACK DEVELOPER,1
1206,"OBJECTIVE-C,SWIFT,DART",CS,BMP,BACKEND DEVELOPER,0
1207,JAVASCRIPT,CS,BMP,"PYTHON DEVELOPER,DATA SCIENTIST",1
1208,"JAVASCRIPT,C#,C/C++",IT,DBMP,,0
1209,"COBOL,CSS,JAVA",IT,DBMP,"BACKEND DEVELOPER,MERN STACK DEVELOPER",1
1210,"C#,RUBY,COBOL",CS,DBM,,1
1211,"C/C++,JAVA,RUBY",IT,B,,0
1212,"SWIFT,CSS,COBOL",IT,BM,,0
1213,"COBOL,FORTRAN",IT,DB,,0
1214,"COBOL,PYTHON,PHP",CS,DB,PYTHON DEVELOPER,1
1215,"PHP,FORTRAN,RUBY",CS,DB,"WEB DEVELOPER,PYTHON DEVELOPER",0
1216,OBJECTIVE-C,IT,DB,,0
1217,"RUBY,JULIA,FORTRAN",CS,DBM,,1
1218,"PYTHON,PERL",CS,B,"WEB DEVELOPER,BACKEND DEVELOPER",1
1219,"DART,CSS,KOTLIN",IT,DBM,"BACKEND DEVELOPER,FULL STACK DEVELOPER",0
1220,PYTHON,CS,DB,,1
1221,HTML,CS,BMP,MERN STACK DEVELOPER,0
1222,PHP,CS,DB,MERN STACK DEVELOPER,1
1223,"JULIA,COBOL,RUST",CS,BM,"RUBY ON RAILS DEVELOPER,WEB DEVELOPER",0
1224,"PYTHON,DART,KOTLIN",IT,DBM,PRODUCT MANAGER,1
1225,"PYTHON,JULIA",IT,BM,"PYTHON DEVELOPER,PYTHON DEVELOPER",1
1226,"FORTRAN,PHP,COBOL",CS,DBM,,1
1227,JAVASCRIPT,IT,B,,0
1228,R,CS,B,,1
1229,"JULIA,SQL,PERL",CS,BM,DATA ANALYST,1
1230,"C#,C/C++",CS,DB,"RUBY ON RAILS DEVELOPER,REACTJS DEVELOPER",0
1231,"SQL,HTML,JULIA",IT,B,"DATA ANALYST,DATA ANALYST",1
1232,"PERL,JAVA",CS,B,"JAVASCRIPT DEVELOPER,WEB DEVELOPER",1
1233,"HTML,JULIA",CS,BM,,0
1234,JAVA,CS,BMP,,0
1235,JAVA,IT,B,FRONTEND DEVELOPER,0
1236,"KOTLIN,CSS,PERL",CS,DBMP,"BACKEND DEVELOPER,DATA SCIENTIST",1
1237,JAVASCRIPT,IT,DB,DATA SCIENTIST,1
1238,"C/C++,KOTLIN,C#",CS,BM,"FRONTEND DEVELOPER,FRONTEND DEVELOPER",1
1239,"HTML,KOTLIN",CS,B,"RUBY ON RAILS DEVELOPER,PRODUCT MANAGER",1
1240,C#,CS,B,"BACKEND DEVELOPER,JAVASCRIPT DEVELOPER",0
1241,RUBY,IT,DB,"PRODUCT MANAGER,FULL STACK DEVELOPER",0
1242,"SWIFT,PERL",IT,B,JAVASCRIPT DEVELOPER,0
1243,"CSS,SQL",IT,BMP,"MEAN STACK DEVELOPER,PRODUCT MANAGER",0
1244,"C#,COBOL",CS,DBMP,FRONTEND DEVELOPER,1
1245,"R,RUBY",CS,DBMP,,0
1246,"FORTRAN,PYTHON,C#",CS,DB,,0
1247,"CSS,PHP,FORTRAN",IT,B,"RUBY ON RAILS DEVELOPER,PRODUCT MANAGER",1
1248,"FORTRAN,HTML,SWIFT",IT,DB,,1
1249,SQL,CS,BMP,,0
1250,"SQL,KOTLIN",CS,B,BACKEND DEVELOPER,1
1251,"C#,COBOL,SWIFT",CS,BM,WEB DEVELOPER,0
1252,"KOTLIN,PYTHON,R",IT,BM,DATA ANALYST,1
1253,"OBJECTIVE-C,DART",CS,DBM,"RUBY ON RAILS DEVELOPER,MEAN STACK DEVELOPER",1
1254,"KOTLIN,DART,JAVASCRIPT",IT,DBMP,,0
1255,"PYTHON,C/C++",CS,DBM,WEB DEVELOPER,1
1256,KOTLIN,IT,DB,DATA ANALYST,1
1257,"CSS,COBOL,FORTRAN",CS,DBMP,WEB DEVELOPER,1
1258,PYTHON,IT,B,,1
1259,JULIA,CS,DBMP,MERN STACK DEVELOPER,1
1260,"SQL,C#,JAVA",IT,DB,DATA ANALYST,1
1261,"HTML,RUST",CS,B,JAVASCRIPT DEVELOPER,1
1262,PERL,CS,DBMP,,0
1263,"SWIFT,KOTLIN",CS,DBMP,BACKEND DEVELOPER,1
1264,RUST,CS,B,REACTJS DEVELOPER,0
1265,R,CS,DBM,"MERN STACK DEVELOPER,WEB DEVELOPER",1
1266,DART,CS,BMP,,0
1267,"COBOL,CSS,C/C++",IT,B,,1
1268,"RUST,JAVA",CS,B,PRODUCT MANAGER,1
1269,"PYTHON,JAVA,RUBY",IT,DBM,"PRODUCT MANAGER,WEB DEVELOPER",1
1270,RUBY,CS,BMP,"PRODUCT MANAGER,FULL STACK DEVELOPER",1
1271,PYTHON,IT,DBM,,1
1272,HTML,CS,BM,,0
1273,"PYTHON,PHP,KOTLIN",CS,DB,RUBY ON RAILS DEVELOPER,0
1274,"CSS,PYTHON,SWIFT",IT,B,REACTJS DEVELOPER,0
1275,"SQL,SWIFT,JULIA",CS,DB,DATA ANALYST,0
1276,RUST,IT,DBMP,"DATA SCIENTIST,JAVASCRIPT DEVELOPER",0
1277,"C#,PYTHON",CS,BM,,1
1278,PHP,IT,DBMP,,1
1279,"RUBY,R",IT,DBM,,0
1280,"PHP,CSS,R",IT,DBM,REACTJS DEVELOPER,1
1281,"HTML,RUBY,PHP",CS,DB,"MEAN STACK DEVELOPER,MERN STACK DEVELOPER",1
1282,"RUBY,RUST,HTML",CS,B,MEAN STACK DEVELOPER,0
1283,FORTRAN,IT,DBM,"DATA ANALYST,PRODUCT MANAGER",1
1284,"PERL,JAVASCRIPT",CS,BMP,,0
1285,C#,IT,DBM,,1
1286,"PHP,JAVA,JULIA",CS,DBM,FULL STACK DEVELOPER,1
1287,"HTML,C#,SWIFT",IT,BM,MERN STACK DEVELOPER,0
1288,"JULIA,C#",IT,BM,"JAVASCRIPT DEVELOPER,RUBY ON RAILS DEVELOPER",0
1289,"C#,PHP,R",CS,DB,"DATA ANALYST,FRONTEND DEVELOPER",0
1290,"FORTRAN,SQL,PHP",CS,DBM,DATA SCIENTIST,0
1291,"RUBY,DART,SQL",CS,DB,,1
1292,"CSS,C/C++",IT,DBMP,FRONTEND DEVELOPER,1
1293,DART,IT,DBMP,,1
1294,"RUST,FORTRAN",CS,DBM,REACTJS DEVELOPER,0
1295,R,IT,BMP,"MERN STACK DEVELOPER,MEAN STACK DEVELOPER",1
1296,"COBOL,OBJECTIVE-C",IT,DB,"DATA ANALYST,BACKEND DEVELOPER",0
1297,"PYTHON,SQL",IT,DBMP,RUBY ON RAILS DEVELOPER,1
1298,"C/C++,R",IT,DB,"MERN STACK DEVELOPER,DATA SCIENTIST",0
1299,"R,SWIFT,RUST",IT,BM,"PRODUCT MANAGER,MERN STACK DEVELOPER",1
1300,JAVA,IT,DBMP,FULL STACK DEVELOPER,0
1301,"FORTRAN,KOTLIN",IT,DBM,"PYTHON DEVELOPER,DATA ANALYST",0
1302,PHP,IT,DBMP,"WEB DEVELOPER,PRODUCT MANAGER",0
1303,"R,C/C++",CS,BMP,"WEB DEVELOPER,DATA SCIENTIST",0
1304,CSS,IT,BMP,"REACTJS DEVELOPER,DATA ANALYST",1
1305,"JULIA,JAVA,RUST",IT,DBM,PRODUCT MANAGER,1
1306,KOTLIN,IT,BMP,"PRODUCT MANAGER,PYTHON DEVELOPER",0
1307,"C/C++,JULIA",CS,BMP,FULL STACK DEVELOPER,0
1308,"PHP,HTML",IT,BM,,1
1309,"DART,FORTRAN",CS,BM,"MEAN STACK DEVELOPER,JAVASCRIPT DEVELOPER",1
1310,"C#,COBOL,JAVA",IT,B,"MEAN STACK DEVELOPER,FRONTEND DEVELOPER",1
1311,C#,IT,DBM,REACTJS DEVELOPER,0
1312,"FORTRAN,JULIA",IT,BM,MERN STACK DEVELOPER,0
1313,"PHP,SQL",CS,B,,0
1314,COBOL,CS,BMP,WEB DEVELOPER,0
1315,C/C++,IT,BM,RUBY ON RAILS DEVELOPER,1
1316,JULIA,CS,B,,1
1317,"OBJECTIVE-C,JAVASCRIPT",IT,DBMP,FULL STACK DEVELOPER,1
1318,"C#,FORTRAN",IT,B,"MEAN STACK DEVELOPER,DATA ANALYST",0
1319,RUST,CS,DBMP,PRODUCT MANAGER,0
1320,C#,CS,DB,"DATA ANALYST,REACTJS DEVELOPER",1
1321,"FORTRAN,C#",IT,DBMP,BACKEND DEVELOPER,0
1322,PYTHON,IT,BM,,1
1323,FORTRAN,CS,B,"MERN STACK DEVELOPER,WEB DEVELOPER",0
1324,JAVASCRIPT,IT,DBMP,REACTJS DEVELOPER,1
1325,"C#,DART",IT,DBMP,,1
1326,JAVA,CS,DBM,,0
1327,"DART,R",CS,BM,"JAVASCRIPT DEVELOPER,DATA SCIENTIST",0
1328,"RUBY,OBJECTIVE-C,KOTLIN",IT,BM,,0
1329,FORTRAN,IT,DB,,1
1330,"C#,COBOL,HTML",IT,BMP,MEAN STACK DEVELOPER,1
1331,"DART,JAVASCRIPT,C/C++",IT,DB,"MERN STACK DEVELOPER,WEB DEVELOPER",0
1332,"PHP,PERL,JAVASCRIPT",IT,B,"DATA SCIENTIST,MERN STACK DEVELOPER",0
1333,R,IT,BM,FRONTEND DEVELOPER,1
1334,"PYTHON,OBJECTIVE-C",IT,BM,"RUBY ON RAILS DEVELOPER,PRODUCT MANAGER",0
1335,"PYTHON,OBJECTIVE-C",CS,DB,,1
1336,PYTHON,CS,B,"PRODUCT MANAGER,FULL STACK DEVELOPER",0
1337,"DART,KOTLIN,R",IT,B,"PYTHON DEVELOPER,MERN STACK DEVELOPER",0
1338,"JAVA,OBJECTIVE-C,PYTHON",CS,DB,WEB DEVELOPER,0
1339,SWIFT,CS,B,"DATA SCIENTIST,RUBY ON RAILS DEVELOPER",0
1340,"RUBY,JULIA,C/C++",CS,DBMP,,1
1341,"OBJECTIVE-C,DART,CSS",CS,DBM,DATA SCIENTIST,1
1342,"SQL,JAVA",IT,DB,"PYTHON DEVELOPER,DATA ANALYST",1
1343,"JAVA,SQL,OBJECTIVE-C",IT,B,,1
1344,"R,C/C++",IT,B,JAVASCRIPT DEVELOPER,0
1345,"KOTLIN,SWIFT",IT,B,"DATA ANALYST,REACTJS DEVELOPER",0
1346,"JAVASCRIPT,C#,C/C++",IT,B,"WEB DEVELOPER,FRONTEND DEVELOPER",0
1347,DART,IT,DBMP,,1
1348,"KOTLIN,JAVASCRIPT,OBJECTIVE-C",CS,BMP,,0
1349,"FORTRAN,COBOL,JAVA",CS,DBM,PRODUCT MANAGER,0
1350,"SWIFT,HTML,C/C++",CS,DB,"MERN STACK DEVELOPER,FRONTEND DEVELOPER",0
1351,"CSS,PYTHON",IT,DB,,1
1352,"JAVA,PYTHON,SQL",CS,BMP,"REACTJS DEVELOPER,DATA ANALYST",1
1353,"RUBY,PHP,DART",CS,B,WEB DEVELOPER,0
1354,"JULIA,C/C++,CSS",IT,BMP,,1
1355,"SWIFT,SQL",IT,B,,0
1356,CSS,CS,B,BACKEND DEVELOPER,0
1357,PHP,CS,BMP,"WEB DEVELOPER,RUBY ON RAILS DEVELOPER",0
1358,"C#,PYTHON",IT,B,"FULL STACK DEVELOPER,DATA SCIENTIST",0
1359,"R,HTML",CS,B,"BACKEND DEVELOPER,JAVASCRIPT DEVELOPER",0
1360,"JAVASCRIPT,COBOL,SQL",CS,BMP,FRONTEND DEVELOPER,1
1361,JULIA,CS,DBMP,"FRONTEND DEVELOPER,DATA ANALYST",0
1362,FORTRAN,CS,DBM,"FULL STACK DEVELOPER,PYTHON DEVELOPER",1
1363,"PYTHON,SQL,C#",IT,DBMP,,1
1364,"PHP,PYTHON",IT,BMP,FULL STACK DEVELOPER,0
1365,"R,RUBY,JULIA",CS,DBMP,,1
1366,"JAVASCRIPT,KOTLIN",CS,DBMP,DATA ANALYST,1
1367,C#,CS,B,"FRONTEND DEVELOPER,DATA SCIENTIST",0
1368,"FORTRAN,JAVASCRIPT",CS,BMP,,0
1369,"FORTRAN,C#",IT,BM,DATA SCIENTIST,1
1370,"C#,JAVASCRIPT,COBOL",IT,B,"PRODUCT MANAGER,PRODUCT MANAGER",1
1371,R,CS,DB,,0
1372,PYTHON,IT,BM,"MERN STACK DEVELOPER,FRONTEND DEVELOPER",0
1373,COBOL,IT,BMP,MERN STACK DEVELOPER,1
1374,"DART,PERL,RUBY",IT,DB,,0
1375,"RUST,PHP",CS,DBM,DATA SCIENTIST,0
1376,"KOTLIN,FORTRAN,JULIA",CS,B,"DATA SCIENTIST,DATA ANALYST",0
1377,"KOTLIN,DART",CS,DBM,FRONTEND DEVELOPER,0
1378,"OBJECTIVE-C,PERL,RUBY",IT,DBM,MEAN STACK DEVELOPER,1
1379,R,CS,B,,0
1380,FORTRAN,IT,BM,,1
1381,"C#,C/C++",CS,DBM,,1
1382,JAVASCRIPT,IT,BMP,MERN STACK DEVELOPER,1
1383,"C#,OBJECTIVE-C",CS,B,,1
1384,"COBOL,KOTLIN",IT,BMP,"MEAN STACK DEVELOPER,FRONTEND DEVELOPER",1
1385,"OBJECTIVE-C,HTML",IT,DBM,,1
1386,COBOL,IT,DBM,,1
1387,"DART,R,HTML",CS,DBM,WEB DEVELOPER,0
1388,PHP,IT,BMP,,1
1389,"JAVA,R",CS,BM,RUBY ON RAILS DEVELOPER,1
1390,"SQL,JULIA,JAVA",CS,DBMP,PRODUCT MANAGER,0
1391,"C/C++,PYTHON,RUBY",CS,B,"PYTHON DEVELOPER,PYTHON DEVELOPER",0
1392,"SQL,DART,FORTRAN",CS,DBMP,"FRONTEND DEVELOPER,PRODUCT MANAGER",0
1393,"HTML,R,KOTLIN",CS,BM,"MERN STACK DEVELOPER,RUBY ON RAILS DEVELOPER",1
1394,"SQL,PHP,JULIA",IT,DBM,,1
1395,"C/C++,FORTRAN,PYTHON",CS,BM,"WEB DEVELOPER,RUBY ON RAILS DEVELOPER",1
1396,DART,CS,BM,"DATA SCIENTIST,RUBY ON RAILS DEVELOPER",0
1397,"C/C++,R",CS,BMP,FRONTEND DEVELOPER,1
1398,"SQL,JAVA,JAVASCRIPT",IT,BMP,"PYTHON DEVELOPER,MEAN STACK DEVELOPER",1
1399,DART,CS,B,,1
1400,"PYTHON,SQL,JULIA",CS,DBMP,PRODUCT MANAGER,0
1401,"SQL,JAVASCRIPT,C#",CS,BMP,,1
1402,"R,PERL,JAVA",IT,DB,BACKEND DEVELOPER,1
1403,JULIA,IT,BM,"PRODUCT MANAGER,PRODUCT MANAGER",0
1404,SWIFT,CS,DB,"JAVASCRIPT DEVELOPER,PYTHON DEVELOPER",0
1405,CSS,CS,BM,DATA ANALYST,0
1406,"DART,CSS,PERL",IT,BM,FULL STACK DEVELOPER,1
1407,RUST,CS,DBM,,0
1408,"OBJECTIVE-C,RUST,PYTHON",IT,DB,,0
1409,"OBJECTIVE-C,C#",CS,DB,"JAVASCRIPT DEVELOPER,REACTJS DEVELOPER",0
1410,"PHP,OBJECTIVE-C,JULIA",IT,B,"FULL STACK DEVELOPER,PYTHON DEVELOPER",0
1411,"KOTLIN,JULIA",CS,B,,1
1412,JAVA,CS,DBM,"RUBY ON RAILS DEVELOPER,PRODUCT MANAGER",1
1413,"RUBY,C#,JAVA",CS,B,WEB DEVELOPER,1
1414,"KOTLIN,C/C++",IT,DBMP,,0
1415,"C#,JULIA",IT,DBM,,1
1416,COBOL,CS,B,BACKEND DEVELOPER,1
1417,"C/C++,KOTLIN,HTML",IT,BMP,PYTHON DEVELOPER,1
1418,"CSS,PHP",IT,BMP,DATA ANALYST,1
1419,"SWIFT,C/C++,JAVASCRIPT",IT,BMP,,0
1420,RUST,IT,B,,0
1421,"DART,CSS,R",IT,DB,"REACTJS DEVELOPER,FRONTEND DEVELOPER",0
1422,"C#,RUST",IT,BM,,1
1423,C/C++,CS,B,"DATA SCIENTIST,RUBY ON RAILS DEVELOPER",0
1424,"KOTLIN,FORTRAN",CS,B,"PRODUCT MANAGER,RUBY ON RAILS DEVELOPER",0
1425,JAVASCRIPT,CS,B,DATA ANALYST,0
1426,"C/C++,PERL,C#",CS,BMP,"FULL STACK DEVELOPER,PRODUCT MANAGER",0
1427,RUST,IT,DBM,"PRODUCT MANAGER,PYTHON DEVELOPER",1
1428,C#,CS,DBM,REACTJS DEVELOPER,1
1429,PYTHON,CS,BMP,"BACKEND DEVELOPER,JAVASCRIPT DEVELOPER",1
1430,"C/C++,R,PERL",IT,DBMP,"DATA ANALYST,PRODUCT MANAGER",1
1431,"PHP,RUST,PERL",CS,BM,,1
1432,"C#,JAVA",CS,BMP,DATA ANALYST,0
1433,SWIFT,CS,BM,FULL STACK DEVELOPER,1
1434,SWIFT,CS,BMP,,1
1435,JAVA,IT,BMP,,0
1436,"HTML,JAVA,PHP",CS,BM,,0
1437,"OBJECTIVE-C,RUBY",CS,DBM,"FULL STACK DEVELOPER,FRONTEND DEVELOPER",0
1438,"SWIFT,OBJECTIVE-C,JAVASCRIPT",IT,BMP,"FRONTEND DEVELOPER,PRODUCT MANAGER",0
1439,CSS,IT,BM,FULL STACK DEVELOPER,1
1440,"R,JAVA,C#",CS,DBMP,DATA ANALYST,1
1441,PHP,CS,B,"BACKEND DEVELOPER,REACTJS DEVELOPER",1
1442,"C/C++,RUBY,R",CS,DB,,1
1443,"JAVASCRIPT,KOTLIN,RUST",IT,DBMP,REACTJS DEVELOPER,0
1444,"COBOL,KOTLIN,RUBY",CS,BMP,"FULL STACK DEVELOPER,BACKEND DEVELOPER",1
1445,"FORTRAN,JAVA,SQL",CS,B,PRODUCT MANAGER,1
1446,C/C++,IT,BM,,1
1447,"JAVASCRIPT,C/C++",IT,DB,"FULL STACK DEVELOPER,PYTHON DEVELOPER",0
1448,"DART,C#,C/C++",IT,BMP,"DATA ANALYST,FULL STACK DEVELOPER",1
1449,DART,CS,BMP,REACTJS DEVELOPER,0
1450,C/C++,CS,BMP,MEAN STACK DEVELOPER,0
1451,"RUBY,C#",CS,DBM,"PRODUCT MANAGER,WEB DEVELOPER",1
1452,JAVA,CS,B,,0
1453,"HTML,C#",CS,DB,,1
1454,"OBJECTIVE-C,PHP",CS,DBM,,1
1455,SWIFT,CS,DB,"MERN STACK DEVELOPER,FULL STACK DEVELOPER",1
1456,"SWIFT,R",CS,DBM,DATA ANALYST,1
1457,C#,CS,DB,,0
1458,"CSS,JAVASCRIPT",IT,DBM,"JAVASCRIPT DEVELOPER,WEB DEVELOPER",0
1459,OBJECTIVE-C,CS,DB,BACKEND DEVELOPER,0
1460,"C#,RUBY,JULIA",IT,DB,,1
1461,"RUBY,PYTHON,HTML",CS,DBMP,,0
1462,OBJECTIVE-C,IT,BM,PYTHON DEVELOPER,0
1463,"PHP,OBJECTIVE-C,R",CS,DBMP,"MEAN STACK DEVELOPER,BACKEND DEVELOPER",0
1464,PYTHON,IT,DB,,1
1465,"COBOL,DART",IT,DBM,,1
1466,"CSS,HTML,PYTHON",CS,BMP,"DATA ANALYST,RUBY ON RAILS DEVELOPER",1
1467,"PHP,JAVASCRIPT,KOTLIN",CS,DB,,1
1468,"C/C++,C#,SWIFT",IT,DBM,PRODUCT MANAGER,0
1469,"JAVA,CSS,DART",CS,B,"PYTHON DEVELOPER,REACTJS DEVELOPER",0
1470,"RUBY,KOTLIN",IT,DBM,"PRODUCT MANAGER,RUBY ON RAILS DEVELOPER",0
1471,SQL,IT,B,MERN STACK DEVELOPER,0
1472,"OBJECTIVE-C,C/C++",IT,B,PRODUCT MANAGER,0
1473,"CSS,C/C++",IT,DB,FRONTEND DEVELOPER,1
1474,HTML,IT,BMP,RUBY ON RAILS DEVELOPER,1
1475,"SWIFT,DART,SQL",IT,B,PYTHON DEVELOPER,1
1476,"RUST,KOTLIN",IT,DB,,0
1477,"RUBY,SWIFT",IT,DBMP,MERN STACK DEVELOPER,1
1478,C#,IT,BM,,0
1479,"PERL,DART",CS,B,FRONTEND DEVELOPER,1
1480,"R,HTML",CS,BMP,,1
1481,JULIA,CS,BM,"MERN STACK DEVELOPER,DATA ANALYST",0
1482,"RUST,DART",CS,DB,,1
1483,"CSS,C#,RUBY",IT,BMP,"WEB DEVELOPER,MERN STACK DEVELOPER",0
1484,"CSS,JAVA,PERL",CS,BM,DATA ANALYST,1
1485,JAVASCRIPT,CS,B,"PYTHON DEVELOPER,JAVASCRIPT DEVELOPER",1
1486,PHP,IT,DBM,,1
1487,JAVA,IT,DBM,"RUBY ON RAILS DEVELOPER,WEB DEVELOPER",0
1488,RUST,IT,B,REACTJS DEVELOPER,0
1489,PERL,IT,DB,"FULL STACK DEVELOPER,RUBY ON RAILS DEVELOPER",1
1490,"CSS,JULIA",CS,DBMP,"WEB DEVELOPER,PYTHON DEVELOPER",1
1491,"RUST,C#,PERL",IT,B,PRODUCT MANAGER,1
1492,JAVA,CS,B,"RUBY ON RAILS DEVELOPER,DATA SCIENTIST",0
1493,C/C++,IT,DB,REACTJS DEVELOPER,0
1494,"SQL,HTML,RUBY",CS,DBMP,,0
1495,SQL,IT,DBMP,,0
1496,"OBJECTIVE-C,JAVASCRIPT",IT,DBM,,0
1497,"OBJECTIVE-C,C/C++",IT,DB,,1
1498,"COBOL,C#",CS,DBM,MERN STACK DEVELOPER,1
1499,"JAVA,SQL,COBOL",IT,BM,"WEB DEVELOPER,WEB DEVELOPER",0
1500,"RUBY,KOTLIN",IT,DBMP,"RUBY ON RAILS DEVELOPER,PRODUCT MANAGER",0
1501,"SWIFT,RUBY",IT,DBMP,PRODUCT MANAGER,0
1502,CSS,IT,BMP,,0
1503,"PYTHON,OBJECTIVE-C,SQL",CS,B,"PRODUCT MANAGER,BACKEND DEVELOPER",0
1504,"KOTLIN,R",CS,DBM,FULL STACK DEVELOPER,1
1505,R,CS,DB,"MEAN STACK DEVELOPER,PRODUCT MANAGER",0
1506,"SQL,JAVASCRIPT,KOTLIN",CS,DBMP,PRODUCT MANAGER,0
1507,RUBY,CS,BMP,MERN STACK DEVELOPER,1
1508,CSS,IT,DBM,,0
1509,HTML,IT,BM,RUBY ON RAILS DEVELOPER,1
1510,"PYTHON,C/C++",IT,DB,"MEAN STACK DEVELOPER,JAVASCRIPT DEVELOPER",0
1511,PYTHON,IT,B,,0
1512,"COBOL,RUBY,PHP",IT,DBMP,"BACKEND DEVELOPER,FRONTEND DEVELOPER",1
1513,R,CS,BMP,,0
1514,JAVASCRIPT,CS,B,RUBY ON RAILS DEVELOPER,1
1515,"FORTRAN,SWIFT",IT,B,"DATA ANALYST,FULL STACK DEVELOPER",0
1516,"C#,SQL,PHP",CS,DB,"DATA SCIENTIST,DATA SCIENTIST",0
1517,C/C++,IT,DB,JAVASCRIPT DEVELOPER,0
1518,"JAVASCRIPT,RUBY,FORTRAN",CS,B,,0
1519,"KOTLIN,OBJECTIVE-C,COBOL",CS,DBM,WEB DEVELOPER,1
1520,"RUBY,FORTRAN",CS,DBMP,,1
1521,DART,IT,BM,,1
1522,C#,IT,DBMP,DATA SCIENTIST,0
1523,"CSS,JAVASCRIPT,COBOL",IT,BM,BACKEND DEVELOPER,0
1524,DART,CS,B,"BACKEND DEVELOPER,REACTJS DEVELOPER",1
1525,"RUST,SWIFT",IT,DB,,0
1526,"PHP,COBOL",IT,DBM,DATA SCIENTIST,1
1527,KOTLIN,IT,BMP,,0
1528,JAVA,CS,DBMP,"FULL STACK DEVELOPER,DATA ANALYST",1
1529,"PYTHON,RUST",CS,DBMP,"PRODUCT MANAGER,WEB DEVELOPER",1
1530,RUBY,IT,BM,WEB DEVELOPER,0
1531,"DART,HTML,COBOL",CS,DBM,,0
1532,"PYTHON,JAVA",CS,BMP,REACTJS DEVELOPER,1
1533,"JAVASCRIPT,OBJECTIVE-C,R",IT,DBMP,"MEAN STACK DEVELOPER,BACKEND DEVELOPER",0
1534,"SQL,CSS,OBJECTIVE-C",CS,DBM,,1
1535,"PHP,JULIA",CS,DB,,0
1536,RUST,CS,DBMP,DATA ANALYST,1
1537,DART,IT,DBMP,"WEB DEVELOPER,REACTJS DEVELOPER",1
1538,"RUST,PERL,SQL",IT,BM,,1
1539,"COBOL,CSS",CS,BMP,,0
1540,"JAVA,C#,SWIFT",IT,DB,,1
1541,FORTRAN,CS,DB,,1
1542,"COBOL,R",CS,BM,FULL STACK DEVELOPER,0
1543,R,CS,DB,,1
1544,"JULIA,C/C++",CS,B,DATA SCIENTIST,0
1545,"PERL,R",IT,DBM,JAVASCRIPT DEVELOPER,0
1546,OBJECTIVE-C,CS,BMP,MEAN STACK DEVELOPER,1
1547,"JAVASCRIPT,HTML",CS,DBMP,DATA SCIENTIST,1
1548,"C#,COBOL",IT,DB,"DATA ANALYST,PYTHON DEVELOPER",0
1549,"KOTLIN,SQL",IT,B,PYTHON DEVELOPER,1
1550,"FORTRAN,SWIFT",CS,B,PRODUCT MANAGER,0
